Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-06-14 00:00:00-04:00,25.793762696034726,26.540838757323932,24.189517222222225,24.38611602783203,21794853,0.0,0.0
2010-06-21 00:00:00-04:00,24.897270338594808,26.878986477341197,24.38611379088388,25.21969223022461,5351962,0.0,0.0
2010-06-28 00:00:00-04:00,25.534254794801253,25.990362481077124,23.591857562223076,24.268157958984375,3249964,0.0,0.0
2010-07-05 00:00:00-04:00,24.26815590130835,24.692808521458883,22.372943624497573,22.78186798095703,4015180,0.0,0.0
2010-07-12 00:00:00-04:00,22.60885173433151,22.679627390189832,20.52490570054417,20.80014419555664,3798534,0.0,0.0
2010-07-19 00:00:00-04:00,21.17762150714409,21.704506314597428,20.446273781880386,21.350627899169922,2206251,0.0,0.0
2010-07-26 00:00:00-04:00,21.23266569678707,21.74382216357568,20.532774603796337,20.918107986450195,1816720,0.0,0.0
2010-08-02 00:00:00-04:00,21.342767921249067,21.728101437521325,18.181459961235248,18.71620750427246,3799976,0.0,0.0
2010-08-09 00:00:00-04:00,18.873490706734035,19.022906261476155,17.599529424060165,18.087095260620117,2249395,0.0,0.0
2010-08-16 00:00:00-04:00,17.921944107158687,18.598242837666696,17.662432297863734,17.98485565185547,1863439,0.0,0.0
2010-08-23 00:00:00-04:00,17.91408410925908,18.244370170094705,15.924503611852831,16.41206932067871,1877188,0.0,0.0
2010-08-30 00:00:00-04:00,16.412059356751506,17.63883476652612,16.003133720183644,17.434371948242188,1018302,0.1,0.0
2010-09-06 00:00:00-04:00,17.51815781192315,17.842129034526337,16.996643087384488,17.33641815185547,801363,0.0,0.0
2010-09-13 00:00:00-04:00,17.526064725154107,18.055481521430966,16.878122095381364,17.747312545776367,1590862,0.0,0.0
2010-09-20 00:00:00-04:00,17.612978749770804,17.6998968627774,16.22227236315538,16.285486221313477,1490603,0.0,0.0
2010-09-27 00:00:00-04:00,16.324990266299526,16.9647939892196,15.487406476774007,16.27758026123047,3091428,0.0,0.0
2010-10-04 00:00:00-04:00,16.25387702989504,16.67266974327868,15.819281983791681,16.475126266479492,1181800,0.0,0.0
2010-10-11 00:00:00-04:00,16.514632711282438,18.047570360297872,16.25387540820934,17.763107299804688,2140326,0.0,0.0
2010-10-18 00:00:00-04:00,17.739403746544536,19.44617916229294,17.66117579898036,19.390867233276367,1993006,0.0,0.0
2010-10-25 00:00:00-04:00,19.45408104426048,19.738542608245776,18.616495669764085,18.972074508666992,1080792,0.0,0.0
2010-11-01 00:00:00-04:00,18.98788003641254,19.754348204164756,18.276722295352883,19.480947494506836,1708751,0.0,0.0
2010-11-08 00:00:00-05:00,19.493587651225138,19.896576468943312,18.948367308766795,19.08269691467285,1505777,0.0,0.0
2010-11-15 00:00:00-05:00,19.04319660906896,19.991404649565272,19.00368699875399,19.770156860351562,1208762,0.0,0.0
2010-11-22 00:00:00-05:00,19.675329199136186,19.714838797194655,18.253016826046657,18.5690860748291,884833,0.0,0.0
2010-11-29 00:00:00-05:00,18.569086709086413,19.31975251932986,18.347837473813044,19.280242919921875,1235479,0.1,0.0
2010-12-06 00:00:00-05:00,19.361695136809335,19.964764520644096,18.171426974544367,18.226972579956055,1251706,0.0,0.0
