Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-01 00:00:00-05:00,17.95914500051385,18.33817610202258,17.476743572832365,17.74551010131836,41022432,0.0,0.0
2010-01-08 00:00:00-05:00,17.642139963869198,18.25547955628972,16.870295773596876,17.028799057006836,87443312,0.0,0.0
2010-01-15 00:00:00-05:00,17.008120454362906,17.145948841095546,16.5463926642036,16.66354751586914,63807499,0.0,0.0
2010-01-22 00:00:00-05:00,16.608419324856737,16.65665933588788,15.636723542984049,15.884815216064453,101386823,0.12,0.0
2010-01-29 00:00:00-05:00,16.007804851744023,16.187901468595037,15.432881595372598,15.647611618041992,75753900,0.0,0.0
2010-02-05 00:00:00-05:00,15.61990637734961,16.62429116362387,15.585272965897378,16.464975357055664,85327258,0.0,0.0
2010-02-12 00:00:00-05:00,16.305650909080047,17.29617995617677,16.20867503028359,17.19920539855957,77303874,0.0,0.0
2010-02-19 00:00:00-05:00,17.21305992753127,17.420862936242187,16.63120991772553,16.98447608947754,72462132,0.0,0.0
2010-02-26 00:00:00-05:00,16.929065055490288,17.265013272165792,16.73511457528476,17.088380813598633,71538917,0.0,0.0
2010-03-05 00:00:00-05:00,17.213065103313404,17.379307824505382,16.48575171177132,16.672775268554688,97574933,0.0,0.0
2010-03-12 00:00:00-05:00,16.74204361493197,17.316966861899854,16.41648511355295,17.123016357421875,65532160,0.0,0.0
2010-03-19 00:00:00-04:00,17.123014455398426,17.64945034806528,16.714333977159416,17.1715030670166,73216955,0.0,0.0
2010-03-26 00:00:00-04:00,17.240767420980767,17.365449762215853,16.887501227874488,17.060670852661133,49386700,0.0,0.0
2010-04-02 00:00:00-04:00,17.06067517102466,17.663306199137853,17.06067517102466,17.123016357421875,54191244,0.0,0.0
2010-04-09 00:00:00-04:00,17.206134093721516,18.702319552203438,17.053745298920735,18.695392608642578,74952823,0.0,0.0
2010-04-16 00:00:00-04:00,18.54300150136658,18.633049114069266,17.594031490743703,18.35597801208496,67057608,0.0,0.0
2010-04-23 00:00:00-04:00,18.286715119734684,19.00710151145125,18.030424772774463,18.70924949645996,105512780,0.12,0.0
2010-04-30 00:00:00-04:00,18.717687696279974,18.752479734152825,16.344925127753605,17.44432830810547,101002423,0.0,0.0
2010-05-07 00:00:00-04:00,17.33995424529214,18.195818439465935,16.671961740370293,17.736574172973633,86020557,0.0,0.0
2010-05-14 00:00:00-04:00,17.625246943448012,17.854869137058632,16.630216995408375,16.880714416503906,103794758,0.0,0.0
2010-05-21 00:00:00-04:00,16.44233750152472,17.30516131971849,16.317090167122714,17.291244506835938,85634566,0.0,0.0
2010-05-28 00:00:00-04:00,17.235579376293103,17.520867417623137,16.838959481135756,17.423452377319336,54686478,0.0,0.0
2010-06-04 00:00:00-04:00,17.138165866999785,17.360830938969414,16.06659626340746,17.068584442138672,87730906,0.0,0.0
2010-06-11 00:00:00-04:00,16.887666866923883,17.924445576929518,16.804167313627556,17.764406204223633,75649096,0.0,0.0
2010-06-18 00:00:00-04:00,17.750488798714862,17.987069310119164,16.818083566046226,16.894624710083008,61263631,0.0,0.0
2010-06-25 00:00:00-04:00,16.89462701818303,17.049725314368178,15.760431824350379,16.12226104736328,91125122,0.0,0.0
2010-07-02 00:00:00-04:00,16.21271961059599,17.026834795250508,15.802182814144015,16.85287857055664,52335433,0.0,0.0
2010-07-09 00:00:00-04:00,16.96420489756551,17.95227598362094,16.8180823536801,17.673946380615234,64448674,0.0,0.0
2010-07-16 00:00:00-04:00,17.534783961963694,17.799196778949366,16.706752150551647,17.597408294677734,89329451,0.0,0.0
2010-07-23 00:00:00-04:00,17.569578133259125,18.03578085364471,17.145124533856848,17.312122344970703,59385342,0.12,0.0
2010-07-30 00:00:00-04:00,17.1909756944893,17.84813414237531,16.95328011405044,17.75724983215332,55558726,0.0,0.0
2010-08-06 00:00:00-04:00,17.617427027001654,18.071844507173992,16.932303872171836,17.065134048461914,67223640,0.0,0.0
2010-08-13 00:00:00-04:00,17.030186677383305,17.575487354178534,16.799482237177003,17.14903450012207,50258605,0.0,0.0
2010-08-20 00:00:00-04:00,17.086112558918654,17.38672767569676,16.60373013121806,16.659658432006836,70371189,0.0,0.0
2010-08-27 00:00:00-04:00,16.73655636356307,16.932304703032166,16.04444330593544,16.806467056274414,79217552,0.0,0.0
2010-09-03 00:00:00-04:00,16.995231339892985,17.121070373003597,16.32409160788453,16.66665267944336,48528229,0.0,0.0
2010-09-10 00:00:00-04:00,16.4778916051629,17.470619973404364,16.261169599919146,17.4636287689209,68289509,0.0,0.0
2010-09-17 00:00:00-04:00,17.890081634170215,18.351490429728525,17.561503047465305,18.015920639038086,81102949,0.0,0.0
2010-09-24 00:00:00-04:00,18.23265452061678,19.155472713617353,18.23265452061678,18.973705291748047,68130029,0.0,0.0
2010-10-01 00:00:00-04:00,19.092543386530508,19.96642400534654,18.81989306015943,19.672800064086914,85470863,0.0,0.0
2010-10-08 00:00:00-04:00,19.65881996416162,20.260048953037,19.43510539454531,19.791648864746094,75998523,0.0,0.0
2010-10-15 00:00:00-04:00,19.91748201334057,20.141195183475347,19.246342502936248,19.728723526000977,62976471,0.0,0.0
2010-10-22 00:00:00-04:00,19.721727141899606,20.609589719388623,19.69376366969654,20.441804885864258,73823922,0.13,0.0
2010-10-29 00:00:00-04:00,20.483320098114767,21.620892798232777,20.39905490800057,21.592803955078125,66858860,0.0,0.0
2010-11-05 00:00:00-04:00,21.61387515821089,22.182660958878273,20.995933871627777,21.627918243408203,70009919,0.0,0.0
2010-11-12 00:00:00-05:00,21.60685038602602,22.126481978563405,21.30490199078203,22.10541534423828,62677389,0.0,0.0
2010-11-19 00:00:00-05:00,22.126480835793323,22.863796926893688,22.09136978039817,22.856773376464844,48076063,0.0,0.0
2010-11-26 00:00:00-05:00,22.65313323342684,23.130632871163517,22.217766862090325,23.067434310913086,51386124,0.0,0.0
2010-12-03 00:00:00-05:00,22.962106071019168,23.825817976131574,22.82868539482556,23.692399978637695,70308091,0.0,0.0
2010-12-10 00:00:00-05:00,23.629208541200324,23.692407123007328,22.57590063021726,22.905935287475586,53930885,0.0,0.0
2010-12-17 00:00:00-05:00,22.863807390847516,23.16575590868786,22.561858873007175,22.723365783691406,36279243,0.0,0.0
2010-12-24 00:00:00-05:00,22.72336412535067,22.89891545180894,22.470569786658654,22.821672439575195,13525724,0.0,0.0
2010-12-31 00:00:00-05:00,22.821671765549738,23.411524312176585,22.646120444276278,23.348325729370117,33834844,0.0,0.0
